sentiment	numberagreed	tweetid	tweet
neutral	3	1076854	gearing up to debutr that PBZ feat Gucci Mane "Madonna" video on WSHH...
neutral	3	1607438	Dam I had to get it... I'm going shooting ~http 
neutral	3	2233596	[Infographic] Microsoft vs Apple: History of the Computer Giants! ~http  via @user
neutral	3	1565407	;O vfl ~http  Sony Playstation 2 BigBen Analog Controller VFL Fußball Edt.
neutral	3	2254815	Facebook overtook Microsoft websites in Britain; becoming the UK’s second-most popular after Google ~http 
neutral	3	564389	Weird RT: Hilton Hotel; and Sky 23 Bar in Manchester goes into administration - w... ~http  (via @user)
neutral	3	3159393	See what's new with Microsoft Access 2010:  ~http 
neutral	3	1139499	We could be up in the clouds
neutral	3	1779788	What did Bruno say that got bleeped out???  Sascha's wife is getting more sex than....bleep?
positive	3	677063	I want you to take over control!! -- that beats is HOT ASS FUK!
neutral	3	38485	Most #CreativeStrategy: Bing & #JayZ Decode ~http
neutral	3	1929978	I told my mum I'd be up before 10. #nochance
neutral	3	2928812	;O Sony turns off PS2; PSP servers eye toy chat ~http 
positive	3	2270065	I called; You answered. And You came to my rescue and I;  wanna be where You are. I am all Yours.
negative	3	282344	Why can't I ever say what's on my mind -.-
negative	3	2334792	"Sometimes it's easier to shoot yourself in the head"
positive	3	27962	Just love my red touchpad in my iphone^^
neutral	3	1968255	Reek an Gucci hooked up
neutral	3	3091506	How to Get the Best of Both GoogleDocs and Microsoft Office ~http 
negative	3	2907042	My microsoft word froze and I was more than halfway done with my last lab....im so pissed :(
neutral	3	1308406	Today feel like Friday
neutral	3	579786	FIU baby....T.Y. Hilton doin work
neutral	3	2236686	So; the new insanicast is rendering in sony vegas. This is a nice average one; I think you guys will enjoy this one :&gt;
neutral	3	1896029	Win a FREE Nintendo 3DS System from @user! ~http 
neutral	3	109183	Read new whitepaper "Partner's Guide to Microsoft System Center" (login required): ~http 
neutral	3	649583	The National Jukebox: Want to see what happens when your computer turns in to a 1925 grammy phone? Sony Music En... ~http
neutral	3	157967	I think I should chnge my twitter name n profile its been there since jan
neutral	3	1032280	let it instrumental featured in adidas viral vid for art basel... ~http
neutral	3	1308855	Everybody Follow ☺&gt;&gt;&gt;@Paolo_Salvatore
positive	3	1197220	Happy birthday @user! I hope it is amazing :)
neutral	3	1915871	Week 2 web assignment now posted on Oncourse. Will hold another help session tomorrow evening from 7:30-8:30 - ~http  #Q528
positive	3	969853	We will ALWAYS remind you!! Congrats on bein verified!!
neutral	3	649348	Bit late with the announcements. 1) our very own @user nominated for a Sony Rising Star Award! Vote ~http 
negative	3	139375	#nevertrust that guy downtown tryna sale you tht fake as Gucci Purse #bitchtryagain
neutral	3	675465	Have You tested yourself to see which vitamins and supplements YOUR body really needs? It is the most convenient way to remain healthy.
neutral	3	396884	" Every betch knows that there are cruise ships… and some other ships; but the best ships are bestieships." @user @user #exclusive
negative	3	1390039	There´s a demon stalking me. I still dont know who  exactly is but I will...(frowns)
neutral	3	894600	Clone Wars Adventures takes Free Realms approach to Star Wars MMO ! sony freerealms ~http 
positive	3	2120344	what a match! thumbs up to u guys for making my day. Gunners for life
neutral	3	1343386	#McFly just made Nike Servers = David Z Servers
neutral	3	586079	The single most sensible thing you can do now is to listen to ... More for Libra ~http 
neutral	3	3276368	Win a Nintendo Wii & the latest Super Mario Galaxy 2.Follow @user retweet this to enter
neutral	3	2890947	Drew an audi in art today :p ~http
negative	3	1037483	I Hate When Guys Flash Their Sh*t...I Don't Care! Good For U That You Own A Gucci Belt. Want A Fxcking Award? Its Fake Anyways
neutral	3	2169051	All the talks from our Primary Health Care Study Group day are now available on our video site at ~http
neutral	3	1294156	Stop by Ladder Staffing's booth in the Hilton Hotel  at the Woodland Hills career Fair August 8th
neutral	3	2009571	The ultimate evil is to leave the company of the living before you die.
neutral	3	2067264	New Nike video just released for tomorrow's match... ~http 
positive	3	94158	Nigga just ate great wit dat food wendys be on da one
positive	3	1885072	Getting Exxxxxxxxxxxxcited!!!!
neutral	3	2021516	Stay-cation :) (@ West 57th Street by Hilton Club) ~http 
negative	3	1163924	I legit got the flu while I was sleeping. Damn heater! 3rd time this year. I'm dying; I used to get sick once a year. Now...
neutral	3	375779	Spike Jonze talks about making documentaries ~http 
negative	3	2162007	I swear there's never food in the house
neutral	3	1016867	Manufacturer Audi AG Production 2010–present Assembly Brussels; Belgium Predecessor Audi 50[1] Class Supermini... ~http 
neutral	3	144313	For Your Health: Stand Up and Fight Triglycerides ~http 
positive	3	2325368	I like it! RT @user Nike adds Larry Bernandez to their Hair-itage t-shirt collection ~http 
neutral	3	3309638	Check Out: #3: Super Paper Mario (Nintendo Selects): Super Paper Mario (Nintendo Selects) by Nintendo Platform:... ~http 
positive	3	864623	Creating a workshop on citation styles. Does anyone else get as excited as I do researching #APA_Style and #ChicagoManual?
neutral	3	661979	After #Google+; Microsoft is on the social network race:  ~http 
neutral	3	1682734	Let go of those who bring you down and surround yourself with those who bring out the best in you… ~http 
neutral	3	2030398	8 foreclosed bldg lots available in East Charlotte.  Crossley Village.   ~http 
neutral	3	109067	Keep an eye out for a major announcement from the Microsoft Offers & Incentives Team tomorrow.
neutral	3	246798	Is @user is headed back to @user?! See what she had to say on @user's show: ~http 
neutral	3	3320454	Win a Sony Playstation 3 @user ~http 
neutral	3	503996	FINNA GO WATCH TV WIT MI  MOMMIE AND I DNT THINK IM TOO OLD FOR IT
neutral	3	3171618	2011 Audi A6 2.0Tdi S-Line Special Edition inc 19" Alloys; DVD Navigation; Full Black Leather; LED Day Running Lights ++ from £399 a month**
neutral	3	132484	Sign up for the Microsoft SME Newsletter; 1st 2000 to do so entitled to FREE 3mth subscription of SME Magazine ~http
neutral	3	2707072	Any search nerds looking for a job? Aloha Interactive is looking for a Interactive Marketing Analyst. Check out the de…~http 
neutral	3	2611471	Can I spend the whole day; the whole summer; watching youtube videos? Can I? Yes I can.
positive	3	1602115	Florida's new Nike Pro Combat's are sweet this year!! ~http 
neutral	3	22202	Smart Shop Amazon: Microsoft Office 2010 Home & Business (Disc Versio... ~http  via @user
neutral	3	2555702	is recruiting for a Permanent HR Officer in Telford; national travel; 25k plus car allowance. You must have experience within an HR General…
positive	3	2217862	Hi everyone!  Happy my schedule allowed for this today #FBR
positive	3	1004193	you want to squeeze me till i die? cuz thats real love RT @user @user I fucking love you..my teeth are gritting right now.
neutral	3	2030747	New Ad: SAMSUNG i9100 GALAXY S II 32GB QUAD BAND UNLOCKED = $400usd: The Samsung I9100 Galaxy S II 32GB Noble Bl... ~http 
negative	3	984202	You shouldn't know your mom's a member of the mile high club.
neutral	3	3470968	Just added the Microsoft Xbox 360 to my want list on @user! ~http 
negative	3	973545	Is so lonely I feel sick!
neutral	3	17513	I was well into college when I learned that "groupie" wasn't just another word for "roadie". They're like totally different jobs.
negative	3	2102720	If The World Was Like High School Musical I prolly Would End up Shootin Sumbody
neutral	3	1599105	#medical #health Health Insurance: Cost Sharing: ~http  Amitabh Chandra from Harvard University speakin... ~http  #ab
negative	3	1119395	i despise microsoft right now. there are so many words i wanna say...
positive	3	2152259	I love nature. #topoftheworld
neutral	3	1136562	...and I'm hoping for rain.....
positive	3	2834100	yay; summer ball tonight #chesterunisummerball
positive	3	1861960	Almost done with my album. :)
neutral	3	3229708	In vegas ppl think ima famous rapper cuz I got tats and im wearing a gucci backpack #realtalk
neutral	3	2635611	BRAND NEW NIKE AIR Pegasus Size 10 UK White Trainers ~http 
neutral	3	10887	I'm going to say "burr" like Gucci Mane at least 83 times today.
negative	3	948284	Taking another shot with Mobileme. It's a pain to get things to sync from iMac to iPad. Why a 2005 appt is showing up as current; don't know
positive	3	171101	#ATPESummit here we come!  Woot!
neutral	3	2501843	New coupon: SAM39502 - Samsill Microsoft Neoprene ... ~http 
neutral	3	483184	What Is Microsoft Dynamics CRM? ~http 
positive	3	1491299	wow 14 new followers request! i feel so popular! hahahahaha((:
neutral	3	2096708	The German-made Audi brand of luxury cars is well known for its power on the road and its distinctive styling ~http 
negative	3	2109756	dammit .. I hate it; I hate this f.cking whale .. I want to change my profile photo; dear Twitter!!
negative	3	556470	Wow if toronto starts letting corporations buy rights to have their name on everything except city hall; the city is fucked. #sellouts
neutral	3	3045035	Fresh on nike shoes: How to Wear DC Hats053
positive	3	1915372	Off for dinner good cause I am starving
neutral	3	1385053	Where can I find the best deal on a new unlocked Samsung Jet cell phone? ~http 
neutral	3	1856043	No nintendo twitter -__-
neutral	3	2214914	Google Goes Offline; Takes on Microsoft Office ~http
neutral	3	41835	makin that move tonight wit @user
positive	3	1427450	Bright sunny morning; getting ready for another exciting day! btw registered myself for a free training offered by Microsoft on Office365.
neutral	3	68634	Freestyling over at the Showdown in Chinatown later. @user 's charity event. Gonna be some NBA and soccer Stars. Nike field at 6pm
neutral	3	288283	Hey Students; guess what Microsoft is running a cool deal especially for you. Starting on May 22nd when you... ~http 
neutral	3	3180573	Nike MVP Puppets LeBron & Kobe – LeBron 2010: For LeBron; working out for next season can mean alot. Nike Basket... ~http 
positive	3	907059	Another day. #RRB blessed
neutral	3	849466	Hmm; I have people at Samsung looking at my LinkedIn profile...
neutral	3	877285	Photo: Quilted Nike Where can I get a pair? ~http 
neutral	3	2642903	Just entered the @user 12 Weeks of Christmas. This week's prizes: 10 Nintendo Wiis - ~http 
neutral	3	3045067	Fresh on nike shoes: A Bathing Ape presents a new XMas 2010 t-shirt
neutral	3	2211441	Holy Shiz #decisions  ~http 
neutral	3	2658627	Retrosuperfuture
neutral	3	2233512	Will Microsoft pursue HTC or Nokia in reaction to Google-Motorola?Would they consider being hardware vendor eventually? ~http 
neutral	3	902791	Laptop SONY vaio js270j/q 20.1" all-in-one desktop intel core 2 duo Price: $339 USD Online Order: ~http 
positive	3	656013	Damn I cant wait 2 see @user that was my fav movie as a jit....I still know all the lines till this day lol
neutral	3	1670761	Sample chapters: Windows Sysinternals Administrator’s Reference - Microsoft Press - Site Home - MSDN Blogs ~http 
neutral	3	2266459	“@SAI: Unlike Google; Bing Will Still Stick Twitter Into Your Search Results $MSFT by @user ~http 
neutral	3	3369851	Facebook in Bing Search Results - Website Magazine - Website Magazine ~http 
neutral	3	1225349	hiya (@ Sony Ericsson Tennis Hotspot w/ 92 others) ~http 
negative	3	3365569	Gucci Gucci Louis Louis Fendi Fendi Prada them basic bitches wear that shit so I dont even bother”
neutral	3	2517916	Why am I watching Paris Hilton bff; dubai....?
neutral	3	330698	wmiff--august 19-20 lmaxim ft mike Jones; best music video 2011; @ Hilton dc--we holding it down str8team ent a... ~http 
neutral	3	3171613	NEW 60 Plate Audi A3 2.0 tdi 170 black edition Sportback in met black from £269* a month !
neutral	3	3045062	Fresh on nike shoes: Debunking the Debunkers Whatever They Say; Aromatherapy is Real Medicine!
positive	3	3337278	Happy 15 th anyversary sony entertainment!!
neutral	3	1421368	LCD TV Choosing the Right Sony ~http 
positive	3	239704	Maryland's jerseys are hella nasty!! Nike &gt; Under Armour
neutral	3	899346	Mabsen Gadgets: Nokia N8 VS Sony digital camera (Camera review) ~http 
neutral	3	161186	Winners announced for the Microsoft Path to the Private Cloud Contest:  ~http  #VMlimited #VMworld
neutral	3	2204338	Triple Tablet Giveaway: Win a free Samsung Galaxy Tab 10.1! ~http  (via @user)
positive	3	1691776	Sunday is my favorite day of the week :-)
negative	3	2424078	Paparazzie Princess: the Paris Hilton story is just as dull as Paris herself #whathappenedtorealmovies
neutral	3	2539363	Hey everyone.  If you didn't know; I have a fan page for my photography business.  I'm just started out and would... ~http 
neutral	3	1168537	Tiger Woods' marriage over after the airing of Nike ad?  ~http 
negative	3	2970781	I really want to punch sony vegas right now ¬.¬
neutral	3	2329591	Time to employ ‘buy low; sell high’ strategy ~http  via @user
positive	3	3022309	Hi shiny new macbook and microsoft office profesh...we're going to be very happy together ~http 
positive	3	840408	these football shirts are dope! we want to be happy after the games!!!
neutral	3	182233	How do you not have microsoft word?
neutral	3	2248892	New blog posting; Total Training for Microsoft Expression Web 2: Essentials - ~http 
positive	3	2707446	Walking around in a bikini such a nice day
neutral	3	579498	Chillin with@LMFAO @user and@TtheROP ~http 
neutral	3	1259495	we got the new Nike Air Maxim 1+ Trainer ND ~http 
